
Data inserted at 03/02/2019 - 14:00:01
Data inserted at 03/02/2019 - 14:20:01
Data inserted at 03/02/2019 - 14:40:01
Data inserted at 03/02/2019 - 15:00:01
Data inserted at 03/02/2019 - 15:20:01
Data inserted at 03/02/2019 - 15:40:01
Data inserted at 03/02/2019 - 16:00:01
Data inserted at 03/02/2019 - 16:20:02
03/02/2019 - 16:40:01 Problem in getToken()!
Exception:  IncompleteRead(24013 bytes read)
Data inserted at 03/02/2019 - 16:40:01
Data inserted at 03/02/2019 - 17:00:01
Data inserted at 03/02/2019 - 17:20:01
Data inserted at 03/02/2019 - 17:40:01
Data inserted at 03/02/2019 - 18:00:02
Data inserted at 03/02/2019 - 18:20:01
Data inserted at 03/02/2019 - 18:40:02
Data inserted at 03/02/2019 - 19:00:02
Data inserted at 03/02/2019 - 19:20:02
03/02/2019 - 19:40:01 Problem in getToken()!
Exception:  Remote end closed connection without response
Data inserted at 03/02/2019 - 19:40:01
Data inserted at 03/02/2019 - 20:00:01
Data inserted at 03/02/2019 - 20:20:01
Data inserted at 03/02/2019 - 20:40:01
Data inserted at 03/02/2019 - 21:00:01
Data inserted at 03/02/2019 - 21:20:01
Data inserted at 03/02/2019 - 21:40:01
03/02/2019 - 22:00:01 Problem in getToken()!
Exception:  IncompleteRead(24016 bytes read)
Data inserted at 03/02/2019 - 22:00:01
Data inserted at 03/02/2019 - 22:20:02
Data inserted at 03/02/2019 - 22:40:01
Data inserted at 03/02/2019 - 23:00:01
Data inserted at 03/02/2019 - 23:20:01
Data inserted at 03/02/2019 - 23:40:01
Data inserted at 03/03/2019 - 00:00:01
Data inserted at 03/03/2019 - 00:20:02
Data inserted at 03/03/2019 - 00:40:02
Data inserted at 03/03/2019 - 01:00:01
Data inserted at 03/03/2019 - 01:20:01
Data inserted at 03/03/2019 - 01:40:01
Data inserted at 03/03/2019 - 02:00:01
Data inserted at 03/03/2019 - 02:20:02
Data inserted at 03/03/2019 - 02:40:01
Data inserted at 03/03/2019 - 03:00:01
Data inserted at 03/03/2019 - 03:20:02
Data inserted at 03/03/2019 - 03:40:01
Data inserted at 03/03/2019 - 04:00:02
Data inserted at 03/03/2019 - 04:20:01
Data inserted at 03/03/2019 - 04:40:01
Data inserted at 03/03/2019 - 05:00:01
03/03/2019 - 05:20:01 Problem in getToken()!
Exception:  IncompleteRead(24016 bytes read)
Data inserted at 03/03/2019 - 05:20:01
Data inserted at 03/03/2019 - 05:40:01
Data inserted at 03/03/2019 - 06:00:01
03/03/2019 - 06:20:01 Problem in getToken()!
Exception:  IncompleteRead(24014 bytes read)
Data inserted at 03/03/2019 - 06:20:01
Data inserted at 03/03/2019 - 06:40:01
Data inserted at 03/03/2019 - 07:00:02
Data inserted at 03/03/2019 - 07:20:01
Data inserted at 03/03/2019 - 07:40:01
Data inserted at 03/03/2019 - 08:00:01
03/03/2019 - 08:20:01 Problem in getToken()!
Exception:  IncompleteRead(24012 bytes read)
Data inserted at 03/03/2019 - 08:20:01
03/03/2019 - 08:40:01 Problem in getToken()!
Exception:  Remote end closed connection without response
Data inserted at 03/03/2019 - 08:40:01
Data inserted at 03/03/2019 - 09:00:01
Data inserted at 03/03/2019 - 09:20:01
Data inserted at 03/03/2019 - 09:40:01
Data inserted at 03/03/2019 - 10:00:01
03/03/2019 - 10:20:02 Problem in getToken()!
Exception:  IncompleteRead(24013 bytes read)
Data inserted at 03/03/2019 - 10:20:02
Data inserted at 03/03/2019 - 10:40:01
Data inserted at 03/03/2019 - 11:00:01
Data inserted at 03/03/2019 - 11:20:01
Data inserted at 03/03/2019 - 11:40:01
Data inserted at 03/03/2019 - 12:00:01
Data inserted at 03/03/2019 - 12:20:01
Data inserted at 03/03/2019 - 12:40:01
03/03/2019 - 13:00:02 Problem in getToken()!
Exception:  IncompleteRead(24013 bytes read)
Data inserted at 03/03/2019 - 13:00:02
Data inserted at 03/03/2019 - 13:20:01
Data inserted at 03/03/2019 - 13:40:01
03/03/2019 - 14:00:01 Problem in getToken()!
Exception:  IncompleteRead(161371 bytes read)
Data inserted at 03/03/2019 - 14:00:01
Data inserted at 03/03/2019 - 14:20:02
Data inserted at 03/03/2019 - 14:40:01
Data inserted at 03/03/2019 - 15:00:01
Data inserted at 03/03/2019 - 15:20:02
Data inserted at 03/03/2019 - 15:40:02
Data inserted at 03/03/2019 - 16:00:02
Data inserted at 03/03/2019 - 16:20:02
Data inserted at 03/03/2019 - 16:40:01
Data inserted at 03/03/2019 - 17:00:01
Data inserted at 03/03/2019 - 17:20:02
Data inserted at 03/03/2019 - 17:40:01
Data inserted at 03/03/2019 - 18:00:01
Data inserted at 03/03/2019 - 18:20:01
Data inserted at 03/03/2019 - 18:40:01
Data inserted at 03/03/2019 - 19:00:01
Data inserted at 03/03/2019 - 19:20:01
Data inserted at 03/03/2019 - 19:40:01
Data inserted at 03/03/2019 - 20:00:01
Data inserted at 03/03/2019 - 20:20:01
Data inserted at 03/03/2019 - 20:40:01
Data inserted at 03/03/2019 - 21:00:02
Data inserted at 03/03/2019 - 21:20:01
Data inserted at 03/03/2019 - 21:40:01
Data inserted at 03/03/2019 - 22:00:01
Data inserted at 03/03/2019 - 22:20:01
Data inserted at 03/03/2019 - 22:40:01
Data inserted at 03/03/2019 - 23:00:01
Data inserted at 03/03/2019 - 23:20:02
Data inserted at 03/03/2019 - 23:40:01
Data inserted at 03/04/2019 - 00:00:01
Data inserted at 03/04/2019 - 00:20:01
Data inserted at 03/04/2019 - 00:40:01
Data inserted at 03/04/2019 - 01:00:01
Data inserted at 03/04/2019 - 01:20:01
Data inserted at 03/04/2019 - 01:40:01
Data inserted at 03/04/2019 - 02:00:01
Data inserted at 03/04/2019 - 02:20:01
Data inserted at 03/04/2019 - 02:40:01
Data inserted at 03/04/2019 - 03:00:01
Data inserted at 03/04/2019 - 03:20:01
Data inserted at 03/04/2019 - 03:40:01
Data inserted at 03/04/2019 - 04:00:02
Data inserted at 03/04/2019 - 04:20:01
Data inserted at 03/04/2019 - 04:40:01
Data inserted at 03/04/2019 - 05:00:02
Data inserted at 03/04/2019 - 05:20:01
Data inserted at 03/04/2019 - 05:40:02
Data inserted at 03/04/2019 - 06:00:01
Data inserted at 03/04/2019 - 06:20:01
Data inserted at 03/04/2019 - 06:40:01
Data inserted at 03/04/2019 - 07:00:01
Data inserted at 03/04/2019 - 07:20:01
Data inserted at 03/04/2019 - 07:40:01
Data inserted at 03/04/2019 - 08:00:01
Data inserted at 03/04/2019 - 08:20:01
Data inserted at 03/04/2019 - 08:40:01
Data inserted at 03/04/2019 - 09:00:01
Data inserted at 03/04/2019 - 09:20:01
Data inserted at 03/04/2019 - 09:40:01
Data inserted at 03/04/2019 - 10:00:01
Data inserted at 03/04/2019 - 10:20:01
Data inserted at 03/04/2019 - 10:40:01
Data inserted at 03/04/2019 - 11:00:02
Data inserted at 03/04/2019 - 11:20:01
Data inserted at 03/04/2019 - 11:40:02
Data inserted at 03/04/2019 - 12:00:01
Data inserted at 03/04/2019 - 12:20:02
Data inserted at 03/04/2019 - 12:40:01
Data inserted at 03/04/2019 - 13:00:02
Data inserted at 03/04/2019 - 13:20:01
Data inserted at 03/04/2019 - 13:40:01
Data inserted at 03/04/2019 - 14:00:01
Data inserted at 03/04/2019 - 14:20:01
Data inserted at 03/04/2019 - 14:40:01
Data inserted at 03/04/2019 - 15:00:01
Data inserted at 03/04/2019 - 15:20:02
Data inserted at 03/04/2019 - 15:40:01
Data inserted at 03/04/2019 - 16:00:01
Data inserted at 03/04/2019 - 16:20:01
Data inserted at 03/04/2019 - 16:40:01
03/04/2019 - 17:00:02 Data inserted.
03/04/2019 - 17:20:01 Data inserted.
03/04/2019 - 17:40:01 Data inserted.
03/04/2019 - 18:00:01 Problem in getToken()!
Exception:  IncompleteRead(24015 bytes read)
03/04/2019 - 18:00:01 - Sleeping 30s...
03/04/2019 - 18:00:41 Data inserted.
03/04/2019 - 18:20:01 Data inserted.
03/04/2019 - 18:40:01 Data inserted.
03/04/2019 - 19:00:01 Data inserted.
03/04/2019 - 19:20:01 Data inserted.
03/04/2019 - 19:40:02 Data inserted.
03/04/2019 - 20:00:01 Data inserted.
03/04/2019 - 20:20:01 Data inserted.
03/04/2019 - 20:40:01 Problem in getToken()!
Exception:  IncompleteRead(24016 bytes read)
03/04/2019 - 20:40:01 - Sleeping 30s...
03/04/2019 - 20:40:42 Data inserted.
03/04/2019 - 21:00:01 Data inserted.
03/04/2019 - 21:20:01 Data inserted.
03/04/2019 - 21:40:01 Data inserted.
03/04/2019 - 22:00:01 Data inserted.
03/04/2019 - 22:20:01 Data inserted.
03/04/2019 - 22:40:01 Data inserted.
03/04/2019 - 23:00:01 Data inserted.
03/04/2019 - 23:20:02 Problem in getToken()!
Exception:  IncompleteRead(161069 bytes read)
03/04/2019 - 23:20:02 - Sleeping 30s...
03/04/2019 - 23:20:43 Data inserted.
03/04/2019 - 23:40:01 Data inserted.
03/05/2019 - 00:00:01 Data inserted.
03/05/2019 - 00:20:01 Problem in getToken()!
Exception:  IncompleteRead(24004 bytes read)
03/05/2019 - 00:20:01 - Sleeping 30s...
03/05/2019 - 00:20:43 Data inserted.
03/05/2019 - 00:40:01 Problem in getToken()!
Exception:  IncompleteRead(24000 bytes read)
03/05/2019 - 00:40:01 - Sleeping 30s...
03/05/2019 - 00:40:42 Data inserted.
03/05/2019 - 01:00:02 Data inserted.
03/05/2019 - 01:20:01 Data inserted.
03/05/2019 - 01:40:01 Data inserted.
03/05/2019 - 02:00:02 Data inserted.
03/05/2019 - 02:20:01 Data inserted.
03/05/2019 - 02:40:01 Data inserted.
03/05/2019 - 03:00:01 Data inserted.
03/05/2019 - 03:20:01 Data inserted.
03/05/2019 - 03:40:01 Problem in getToken()!
Exception:  Remote end closed connection without response
03/05/2019 - 03:40:01 - Sleeping 30s...
03/05/2019 - 03:43:17 Data inserted.
03/05/2019 - 04:00:02 Data inserted.
03/05/2019 - 04:20:01 Data inserted.
03/05/2019 - 04:40:02 Data inserted.
03/05/2019 - 05:00:01 Data inserted.
03/05/2019 - 05:20:01 Data inserted.
03/05/2019 - 05:40:01 Data inserted.
03/05/2019 - 06:00:01 Data inserted.
03/05/2019 - 06:20:01 Data inserted.
03/05/2019 - 06:40:01 Data inserted.
03/05/2019 - 07:00:01 Data inserted.
03/05/2019 - 07:20:01 Data inserted.
03/05/2019 - 07:40:01 Data inserted.
03/05/2019 - 08:00:02 Data inserted.
03/05/2019 - 08:20:01 Data inserted.
03/05/2019 - 08:40:01 Data inserted.
03/05/2019 - 09:00:02 Data inserted.
03/05/2019 - 09:20:01 Data inserted.
03/05/2019 - 09:40:01 Data inserted.
03/05/2019 - 10:00:02 Data inserted.
03/05/2019 - 10:20:01 Data inserted.
03/05/2019 - 10:40:02 Data inserted.
03/05/2019 - 11:00:01 Data inserted.
03/05/2019 - 11:20:01 Data inserted.
03/05/2019 - 11:40:01 Data inserted.
03/05/2019 - 12:00:01 Data inserted.
03/05/2019 - 12:20:01 Data inserted.
03/05/2019 - 12:40:01 Data inserted.
03/05/2019 - 13:00:01 Data inserted.
03/05/2019 - 13:20:02 Data inserted.
03/05/2019 - 13:40:01 Data inserted.
03/05/2019 - 14:00:02 Data inserted.
03/05/2019 - 14:20:01 Data inserted.
03/05/2019 - 14:40:02 Data inserted.
03/05/2019 - 15:00:01 Data inserted.
03/05/2019 - 15:20:01 Data inserted.
03/05/2019 - 15:40:01 Data inserted.
03/05/2019 - 16:00:02 Data inserted.
03/05/2019 - 16:20:01 Data inserted.
03/05/2019 - 16:40:01 Data inserted.
03/05/2019 - 17:00:01 Data inserted.
03/05/2019 - 17:20:02 Data inserted.
03/05/2019 - 17:40:01 Data inserted.
03/05/2019 - 18:00:01 Data inserted.
03/05/2019 - 18:20:01 Data inserted.
03/05/2019 - 18:40:01 Data inserted.
03/05/2019 - 19:00:02 Data inserted.
03/05/2019 - 19:20:01 Data inserted.
03/05/2019 - 19:40:01 Data inserted.
03/05/2019 - 20:00:01 Data inserted.
03/05/2019 - 20:20:01 Data inserted.
03/05/2019 - 20:40:02 Data inserted.
03/05/2019 - 21:00:01 Data inserted.
03/05/2019 - 21:20:01 Data inserted.
03/05/2019 - 21:40:01 Data inserted.
03/05/2019 - 22:00:01 Data inserted.
03/05/2019 - 22:20:01 Data inserted.
03/05/2019 - 22:40:01 Data inserted.
03/05/2019 - 23:00:02 Data inserted.
03/05/2019 - 23:20:02 Data inserted.
03/05/2019 - 23:40:02 Data inserted.
03/06/2019 - 00:00:02 Data inserted.
03/06/2019 - 00:20:01 Data inserted.
03/06/2019 - 00:40:01 Data inserted.
03/06/2019 - 01:00:01 Data inserted.
03/06/2019 - 01:20:01 Data inserted.
03/06/2019 - 01:40:01 Data inserted.
03/06/2019 - 02:00:01 Data inserted.
03/06/2019 - 02:20:02 Data inserted.
03/06/2019 - 02:40:01 Data inserted.
03/06/2019 - 03:00:01 Data inserted.
03/06/2019 - 03:20:01 Data inserted.
03/06/2019 - 03:40:01 Data inserted.
03/06/2019 - 04:00:02 Data inserted.
03/06/2019 - 04:20:01 Data inserted.
03/06/2019 - 04:40:01 Data inserted.
03/06/2019 - 05:00:01 Data inserted.
03/06/2019 - 05:20:01 Data inserted.
03/06/2019 - 05:40:01 Data inserted.
03/06/2019 - 06:00:01 Data inserted.
03/06/2019 - 06:20:01 Data inserted.
03/06/2019 - 06:40:01 Data inserted.
03/06/2019 - 07:00:01 Data inserted.
03/06/2019 - 07:20:01 Data inserted.
03/06/2019 - 07:40:01 Data inserted.
03/06/2019 - 08:00:01 Data inserted.
03/06/2019 - 08:20:01 Data inserted.
03/06/2019 - 08:40:01 Data inserted.
03/06/2019 - 09:00:01 Data inserted.
03/06/2019 - 09:20:01 Data inserted.
03/06/2019 - 09:40:01 Data inserted.
03/06/2019 - 10:00:01 Data inserted.
03/06/2019 - 10:20:01 Data inserted.
03/06/2019 - 10:40:01 Data inserted.
03/06/2019 - 11:00:01 Data inserted.
03/06/2019 - 11:20:01 Data inserted.
03/06/2019 - 11:40:02 Data inserted.
03/06/2019 - 12:00:01 Data inserted.
03/06/2019 - 12:20:01 Data inserted.
03/06/2019 - 12:40:01 Data inserted.
03/06/2019 - 13:00:01 Data inserted.
03/06/2019 - 13:20:02 Data inserted.
03/06/2019 - 13:40:01 Data inserted.
03/06/2019 - 14:00:01 Data inserted.
03/06/2019 - 14:20:01 Data inserted.
03/06/2019 - 14:40:02 Data inserted.
03/06/2019 - 15:00:02 Data inserted.
03/06/2019 - 15:20:01 Data inserted.
03/06/2019 - 15:40:01 Data inserted.
03/06/2019 - 16:00:01 Data inserted.
03/06/2019 - 16:20:01 Data inserted.
03/06/2019 - 16:40:01 Data inserted.
03/06/2019 - 17:00:01 Data inserted.
03/06/2019 - 17:20:01 Data inserted.
03/06/2019 - 17:40:01 Data inserted.
03/06/2019 - 18:00:01 Data inserted.
03/06/2019 - 18:20:01 Data inserted.
03/06/2019 - 18:40:01 Data inserted.
03/06/2019 - 19:00:01 Data inserted.
03/06/2019 - 19:20:01 Data inserted.
03/06/2019 - 19:40:01 Data inserted.
03/06/2019 - 20:00:01 Data inserted.
03/06/2019 - 20:20:01 Data inserted.
03/06/2019 - 20:40:01 Data inserted.
03/06/2019 - 21:00:01 Data inserted.
03/06/2019 - 21:20:01 Data inserted.
03/06/2019 - 21:40:01 Data inserted.
03/06/2019 - 22:00:01 Data inserted.
03/06/2019 - 22:20:01 Data inserted.
03/06/2019 - 22:40:02 Data inserted.
03/06/2019 - 23:00:01 Data inserted.
03/06/2019 - 23:20:01 Data inserted.
03/06/2019 - 23:40:02 Data inserted.
03/07/2019 - 00:00:01 Data inserted.
03/07/2019 - 00:20:01 Data inserted.
03/07/2019 - 00:40:01 Data inserted.
03/07/2019 - 01:00:01 Data inserted.
03/07/2019 - 01:20:02 Data inserted.
03/07/2019 - 01:40:01 Data inserted.
03/07/2019 - 02:00:01 Data inserted.
03/07/2019 - 02:20:01 Data inserted.
03/07/2019 - 02:40:02 Data inserted.
03/07/2019 - 03:00:01 Data inserted.
03/07/2019 - 03:20:02 Data inserted.
03/07/2019 - 03:40:02 Data inserted.
03/07/2019 - 04:00:01 Data inserted.
03/07/2019 - 04:20:01 Data inserted.
03/07/2019 - 04:40:02 Data inserted.
03/07/2019 - 05:00:01 Data inserted.
03/07/2019 - 05:20:01 Data inserted.
03/07/2019 - 05:40:02 Data inserted.
03/07/2019 - 06:00:01 Data inserted.
03/07/2019 - 06:20:01 Data inserted.
03/07/2019 - 06:40:02 Data inserted.
03/07/2019 - 07:00:01 Data inserted.
03/07/2019 - 07:20:01 Data inserted.
03/07/2019 - 07:40:01 Data inserted.
03/07/2019 - 08:00:01 Data inserted.
03/07/2019 - 08:20:01 Data inserted.
03/07/2019 - 08:40:01 Data inserted.
03/07/2019 - 09:00:01 Data inserted.
03/07/2019 - 09:20:01 Data inserted.
03/07/2019 - 09:40:01 Data inserted.
03/07/2019 - 10:00:01 Data inserted.
03/07/2019 - 10:20:02 Data inserted.
03/07/2019 - 10:40:01 Data inserted.
03/07/2019 - 11:00:01 Data inserted.
03/07/2019 - 11:20:01 Data inserted.
