,date,Us,Eu,Ch,Kr,Tw
314,2019-04-01 01:00:01,120.97399999999999,178.894,180.672,214.868,254.67
315,2019-04-01 01:20:01,120.874,178.68900000000002,182.408,216.706,255.143
316,2019-04-01 01:40:02,120.698,178.535,184.232,217.96599999999998,255.143
317,2019-04-01 02:00:01,120.413,178.40099999999998,186.074,219.833,255.05
318,2019-04-01 02:20:01,120.126,178.28,187.935,221.826,255.255
319,2019-04-01 02:40:02,120.105,178.764,189.783,223.81900000000002,255.65200000000002
320,2019-04-01 03:00:01,120.116,178.764,191.43099999999998,225.143,256.822
321,2019-04-01 03:20:01,120.081,179.109,192.84599999999998,225.011,257.955
322,2019-04-01 03:40:01,120.027,179.36,193.938,225.02900000000002,258.899
323,2019-04-01 04:00:02,119.882,179.36,193.71400000000003,225.965,259.889
324,2019-04-01 04:20:01,119.73,179.419,193.046,227.583,260.753
325,2019-04-01 04:40:01,119.485,179.507,192.312,229.06099999999998,261.62
326,2019-04-01 05:00:02,119.32,179.611,191.672,230.243,263.139
327,2019-04-01 05:20:01,119.257,179.859,191.463,231.46900000000002,263.139
328,2019-04-01 05:40:01,119.323,180.15599999999998,191.041,232.50900000000001,263.836
329,2019-04-01 06:00:01,119.436,180.37900000000002,190.519,231.577,264.66700000000003
330,2019-04-01 06:20:02,119.60799999999999,180.66299999999998,190.425,230.322,265.587
331,2019-04-01 06:40:01,119.721,180.831,190.362,229.18900000000002,266.178
332,2019-04-01 07:00:02,119.792,180.997,190.294,228.769,266.682
333,2019-04-01 07:20:01,119.851,181.12099999999998,190.372,228.96,266.91900000000004
334,2019-04-01 07:40:02,119.852,181.12099999999998,189.71900000000002,228.903,265.47
335,2019-04-01 08:00:01,119.926,181.30200000000002,188.90900000000002,228.94,263.94
336,2019-04-01 08:20:02,119.98700000000001,181.451,188.019,228.9,262.375
337,2019-04-01 08:40:01,120.117,181.451,187.615,227.392,261.492
338,2019-04-01 09:00:02,120.103,181.33599999999998,187.387,225.951,260.982
339,2019-04-01 09:20:01,120.059,180.775,187.143,224.44400000000002,260.38
