,date,Usd,Eur,Cny,Krw,Brl
55,2019-03-28 09:00:01,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
56,2019-03-28 09:20:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
57,2019-03-28 09:40:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
58,2019-03-28 10:00:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
59,2019-03-28 10:20:01,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
60,2019-03-28 10:40:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
61,2019-03-28 11:00:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
62,2019-03-28 11:20:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
63,2019-03-28 11:40:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
64,2019-03-28 12:00:01,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
65,2019-03-28 12:20:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
66,2019-03-28 12:40:01,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
67,2019-03-28 13:00:03,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
68,2019-03-28 13:20:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
69,2019-03-28 13:40:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
70,2019-03-28 14:00:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
71,2019-03-28 14:20:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
72,2019-03-28 14:40:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
73,2019-03-28 15:00:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
74,2019-03-28 15:20:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
75,2019-03-28 15:40:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
76,2019-03-28 16:00:02,1.0,0.8880206020999999,6.7248912175,1137.5543912619,3.9043168669
77,2019-03-28 16:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
78,2019-03-28 16:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
79,2019-03-28 17:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
80,2019-03-28 17:20:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
81,2019-03-28 17:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
82,2019-03-28 18:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
83,2019-03-28 18:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
84,2019-03-28 18:40:03,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
85,2019-03-28 19:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
86,2019-03-28 19:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
87,2019-03-28 19:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
88,2019-03-28 20:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
89,2019-03-28 20:20:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
90,2019-03-28 20:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
91,2019-03-28 21:00:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
92,2019-03-28 21:20:03,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
93,2019-03-28 21:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
94,2019-03-28 22:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
95,2019-03-28 22:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
96,2019-03-28 22:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
97,2019-03-28 23:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
98,2019-03-28 23:20:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
99,2019-03-28 23:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
100,2019-03-29 00:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
101,2019-03-29 00:20:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
102,2019-03-29 00:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
103,2019-03-29 01:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
104,2019-03-29 01:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
105,2019-03-29 01:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
106,2019-03-29 02:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
107,2019-03-29 02:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
108,2019-03-29 02:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
109,2019-03-29 03:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
110,2019-03-29 03:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
111,2019-03-29 03:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
112,2019-03-29 04:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
113,2019-03-29 04:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
114,2019-03-29 04:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
115,2019-03-29 05:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
116,2019-03-29 05:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
117,2019-03-29 05:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
118,2019-03-29 06:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
119,2019-03-29 06:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
120,2019-03-29 06:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
121,2019-03-29 07:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
122,2019-03-29 07:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
123,2019-03-29 07:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
124,2019-03-29 08:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
125,2019-03-29 08:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
126,2019-03-29 08:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
127,2019-03-29 09:00:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
128,2019-03-29 09:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
129,2019-03-29 09:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
130,2019-03-29 10:00:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
131,2019-03-29 10:20:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
132,2019-03-29 10:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
133,2019-03-29 11:00:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
134,2019-03-29 11:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
135,2019-03-29 11:40:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
136,2019-03-29 12:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
137,2019-03-29 12:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
138,2019-03-29 12:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
139,2019-03-29 13:00:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
140,2019-03-29 13:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
141,2019-03-29 13:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
142,2019-03-29 14:00:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
143,2019-03-29 14:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
144,2019-03-29 14:40:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
145,2019-03-29 15:00:03,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
146,2019-03-29 15:20:02,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
147,2019-03-29 15:40:01,1.0,0.8914244963,6.7387234801,1139.1602781244,3.9043168669
148,2019-03-29 16:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
149,2019-03-29 16:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
150,2019-03-29 16:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
151,2019-03-29 17:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
152,2019-03-29 17:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
153,2019-03-29 17:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
154,2019-03-29 18:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
155,2019-03-29 18:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
156,2019-03-29 18:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
157,2019-03-29 19:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
158,2019-03-29 19:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
159,2019-03-29 19:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
160,2019-03-29 20:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
161,2019-03-29 20:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
162,2019-03-29 20:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
163,2019-03-29 21:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
164,2019-03-29 21:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
165,2019-03-29 21:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
166,2019-03-29 22:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
167,2019-03-29 22:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
168,2019-03-29 22:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
169,2019-03-29 23:00:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
170,2019-03-29 23:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
171,2019-03-29 23:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
172,2019-03-30 00:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
173,2019-03-30 00:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
174,2019-03-30 00:40:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
175,2019-03-30 01:00:03,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
176,2019-03-30 01:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
177,2019-03-30 01:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
178,2019-03-30 02:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
179,2019-03-30 02:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
180,2019-03-30 02:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
181,2019-03-30 03:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
182,2019-03-30 03:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
183,2019-03-30 03:40:03,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
184,2019-03-30 04:00:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
185,2019-03-30 04:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
186,2019-03-30 04:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
187,2019-03-30 05:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
188,2019-03-30 05:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
189,2019-03-30 05:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
190,2019-03-30 06:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
191,2019-03-30 06:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
192,2019-03-30 06:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
193,2019-03-30 07:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
194,2019-03-30 07:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
195,2019-03-30 07:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
196,2019-03-30 08:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
197,2019-03-30 08:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
198,2019-03-30 08:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
199,2019-03-30 09:00:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
200,2019-03-30 09:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
201,2019-03-30 09:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
202,2019-03-30 10:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
203,2019-03-30 10:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
204,2019-03-30 10:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
205,2019-03-30 11:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
206,2019-03-30 11:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
207,2019-03-30 11:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
208,2019-03-30 12:00:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
209,2019-03-30 12:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
210,2019-03-30 12:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
211,2019-03-30 13:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
212,2019-03-30 13:20:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
213,2019-03-30 13:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
214,2019-03-30 14:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
215,2019-03-30 14:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
216,2019-03-30 14:40:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
217,2019-03-30 15:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
218,2019-03-30 15:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
219,2019-03-30 15:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
220,2019-03-30 16:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
221,2019-03-30 16:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
222,2019-03-30 16:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
223,2019-03-30 17:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
224,2019-03-30 17:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
225,2019-03-30 17:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
226,2019-03-30 18:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
227,2019-03-30 18:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
228,2019-03-30 18:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
229,2019-03-30 19:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
230,2019-03-30 19:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
231,2019-03-30 19:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
232,2019-03-30 20:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
233,2019-03-30 20:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
234,2019-03-30 20:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
235,2019-03-30 21:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
236,2019-03-30 21:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
237,2019-03-30 21:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
238,2019-03-30 22:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
239,2019-03-30 22:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
240,2019-03-30 22:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
241,2019-03-30 23:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
242,2019-03-30 23:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
243,2019-03-30 23:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
244,2019-03-31 00:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
245,2019-03-31 00:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
246,2019-03-31 00:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
247,2019-03-31 01:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
248,2019-03-31 01:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
249,2019-03-31 01:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
250,2019-03-31 02:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
251,2019-03-31 02:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
252,2019-03-31 02:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
253,2019-03-31 03:00:03,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
254,2019-03-31 03:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
255,2019-03-31 03:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
256,2019-03-31 04:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
257,2019-03-31 04:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
258,2019-03-31 04:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
259,2019-03-31 05:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
260,2019-03-31 05:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
261,2019-03-31 05:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
262,2019-03-31 06:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
263,2019-03-31 06:20:03,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
264,2019-03-31 06:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
265,2019-03-31 07:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
266,2019-03-31 07:20:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
267,2019-03-31 07:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
268,2019-03-31 08:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
269,2019-03-31 08:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
270,2019-03-31 08:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
271,2019-03-31 09:00:03,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
272,2019-03-31 09:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
273,2019-03-31 09:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
274,2019-03-31 10:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
275,2019-03-31 10:20:03,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
276,2019-03-31 10:40:01,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
277,2019-03-31 11:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
278,2019-03-31 11:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
279,2019-03-31 11:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
280,2019-03-31 12:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
281,2019-03-31 12:20:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
282,2019-03-31 12:40:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
283,2019-03-31 13:00:02,1.0,0.8900756564,6.7109034268,1136.1459724077001,3.9043168669
